Order_ID,Customer_ID,Customer_Name,Store,City,State,Product,Category,Quantity,Unit_Price,Total_Sales,Payment_Method,Order_Status,Device_Type,Order_Date,Delivery_Date
500445,422,Customer_517,Store_A,Ahmedabad,Maharashtra,Smartwatch,Wearables,1,325,325.0,upi,Delivered,mobile,2024-04-08,
500446,518,Customer_10,Store_C,Hyderabad,Gujarat,Keyboard,Accessories,3,1298,3894.0,Debit Card,Returned,Tablet,2024-10-07,2024-10-14
500447,383,Customer_102,Store_E,Ahmedabad,Telangana,Laptop,Electronics,1,434,434.0,Cash,Cancelled,mobile,2023-02-26,2023-03-06
500448,415,Customer_675,Store_A,Kolkata,Telangana,Mouse,Accessories,1,2096,2096.0,Credit Card,RETURNED,mobile,2024-07-09,2024-07-11
500449,254,Customer_360,Store_E,Kolkata,Tamil Nadu,Monitor,Electronics,1,1775,1775.0,credit card,RETURNED,Mobile,2024-09-02,2024-09-03
500450,580,Customer_676,Store_A,Ahmedabad,Maharashtra,Tablet,Electronics,3,2274,6822.0,COD,delivered,Tablet,2023-08-29,2023-09-08
500451,251,Customer_32,Store_B,Chennai,Gujarat,Speaker,Accessories,1,1235,1235.0,upi,Returned,Tablet,2023-01-15,2023-01-16
500452,355,Customer_158,Store_D,Mumbai,Tamil Nadu,Mouse,Accessories,5,630,3150.0,UPI,Delivered,Tablet,2023-04-14,2023-04-23
500453,561,Customer_698,Store_A,Pune,Maharashtra,Smartwatch,Wearables,1,550,550.0,Cash,Returned,Tablet,2023-06-17,2023-06-18
500454,147,Customer_499,Store_A,Delhi,Maharashtra,Speaker,Accessories,6,215,1290.0,upi,Cancelled,Desktop,2024-08-17,2024-08-25
500455,649,Customer_535,Store_C,Mumbai,Maharashtra,Laptop,Electronics,1,1107,1107.0,credit card,delivered,Desktop,2023-04-10,2023-04-13
500456,381,Customer_156,Store_B,Hyderabad,Karnataka,Mouse,Accessories,4,1179,4716.0,Debit Card,Cancelled,Mobile,2023-09-15,2023-09-18
500457,554,Customer_164,Store_D,Bangalore ,Gujarat,Monitor,Electronics,3,452,1356.0,Debit Card,Returned,Desktop,2023-10-16,2023-10-24
500458,680,Customer_54,Store_D,Kolkata ,Gujarat,Phone,Electronics,1,424,424.0,UPI,Returned,Desktop,2024-02-15,
500459,69,Customer_300,Store_D,Chennai,Karnataka,Mouse,Accessories,4,1470,5880.0,Debit Card,delivered,Tablet,2024-04-09,2024-04-12
500460,122,Customer_461,Store_A,Kolkata,Tamil Nadu,Smartwatch,Wearables,3,818,2454.0,Cash,Cancelled,mobile,2024-05-07,2024-05-17
500461,493,Customer_392,Store_C,Ahmedabad,Karnataka,Phone,Electronics,2,2106,4212.0,Cash,Returned,Tablet,2023-06-10,2023-06-14
500462,604,Customer_490,Store_E,Mumbai ,Tamil Nadu,Camera,Electronics,5,575,2875.0,credit card,RETURNED,Mobile,2023-10-22,2023-10-30
500463,219,Customer_438,Store_A,Kolkata,Delhi,Camera,Electronics,6,152,912.0,credit card,Delivered,Mobile,2023-10-09,2023-10-17
500464,466,Customer_649,Store_D,Pune,Delhi,Keyboard,Accessories,3,1586,4758.0,Credit Card,Cancelled,Mobile,2023-07-27,2023-08-06
500465,176,Customer_246,Store_E,Ahmedabad,Gujarat,Mouse,Accessories,6,1881,11286.0,UPI,delivered,mobile,2024-02-28,2024-03-09
500466,58,Customer_355,Store_C,Bangalore,Delhi,Laptop,Electronics,4,2356,9424.0,Cash,Cancelled,mobile,2024-06-07,2024-06-08
500467,684,Customer_213,Store_A,Ahmedabad ,Tamil Nadu,Speaker,Accessories,4,2232,8928.0,UPI,Delivered,Desktop,2023-03-20,
500468,36,Customer_413,Store_C,Pune,Delhi,Speaker,Accessories,3,1803,5409.0,UPI,Returned,mobile,2023-08-18,2023-08-20
500469,670,Customer_403,Store_E,Bangalore ,Maharashtra,Headphones,Accessories,2,1906,3812.0,credit card,Cancelled,Desktop,2023-12-22,2023-12-25
500470,456,Customer_442,Store_C,Chennai,Delhi,Phone,Electronics,5,1419,,UPI,Returned,Tablet,2024-01-29,2024-02-04
500471,11,Customer_590,Store_A,Ahmedabad,Maharashtra,Speaker,Accessories,4,2397,9588.0,Cash,Returned,mobile,2023-12-31,2024-01-07
500472,224,Customer_335,Store_D,Hyderabad,Tamil Nadu,Speaker,Accessories,5,907,4535.0,credit card,Returned,mobile,2024-05-16,2024-05-24
500473,203,Customer_319,Store_D,Pune ,Tamil Nadu,Mouse,Accessories,6,893,5358.0,UPI,Returned,Desktop,2023-10-19,2023-10-29
500474,99,Customer_311,Store_C,Ahmedabad,West Bengal,Headphones,Accessories,4,1219,4876.0,UPI,RETURNED,Tablet,2023-04-30,2023-05-10
500475,441,Customer_270,Store_C,Hyderabad,Tamil Nadu,Monitor,Electronics,6,103,618.0,UPI,Delivered,Tablet,2023-08-16,2023-08-22
500476,185,Customer_438,Store_C,Bangalore,West Bengal,Headphones,Accessories,2,1546,3092.0,Cash,Cancelled,Tablet,2023-04-30,2023-05-06
500477,576,Customer_186,Store_D,Kolkata,Maharashtra,Speaker,Accessories,5,224,1120.0,Debit Card,Cancelled,Mobile,2023-12-18,2023-12-28
500478,549,Customer_698,Store_D,Pune,Maharashtra,Keyboard,Accessories,2,1061,2122.0,credit card,Delivered,Desktop,2023-02-04,2023-02-13
500479,281,Customer_358,Store_A,Kolkata ,Maharashtra,Keyboard,Accessories,4,2170,,upi,Delivered,Desktop,2024-05-02,2024-05-08
500480,491,Customer_347,Store_D,Delhi,Maharashtra,Camera,Electronics,2,1292,2584.0,Credit Card,delivered,mobile,2023-08-11,2023-08-17
500481,472,Customer_230,Store_E,Bangalore,Maharashtra,Keyboard,Accessories,2,2285,4570.0,Credit Card,Returned,Tablet,2024-05-29,2024-05-31
500482,641,Customer_394,Store_D,Kolkata,Maharashtra,Tablet,Electronics,6,370,,UPI,RETURNED,Mobile,2024-02-25,2024-03-05
500483,436,Customer_193,Store_A,Bangalore,Telangana,Keyboard,Accessories,4,777,3108.0,COD,Returned,Mobile,2023-03-23,2023-03-29
500484,30,Customer_421,Store_E,Chennai,Tamil Nadu,Speaker,Accessories,4,1846,7384.0,Debit Card,delivered,Desktop,2024-09-01,2024-09-06
500485,499,Customer_424,Store_C,Hyderabad,Telangana,Keyboard,Accessories,2,650,1300.0,COD,Delivered,mobile,2023-01-29,2023-02-08
500486,180,Customer_149,Store_E,Ahmedabad,Maharashtra,Mouse,Accessories,6,223,1338.0,COD,delivered,Tablet,2024-02-19,2024-02-27
500487,524,Customer_548,Store_E,Mumbai,Delhi,Monitor,Electronics,1,1029,1029.0,Debit Card,Delivered,Mobile,2023-04-29,2023-05-05
500488,95,Customer_490,Store_D,Delhi,Tamil Nadu,Tablet,Electronics,2,1332,2664.0,upi,Returned,Desktop,2023-08-22,2023-08-29
500489,569,Customer_214,Store_C,Bangalore,West Bengal,Speaker,Accessories,6,2488,,Credit Card,Delivered,Tablet,2024-04-19,2024-04-22
500490,603,Customer_8,Store_D,Ahmedabad,Maharashtra,Speaker,Accessories,5,2420,12100.0,UPI,delivered,mobile,2024-07-29,2024-07-30
500491,438,Customer_268,Store_C,Chennai,Karnataka,Phone,Electronics,4,1033,4132.0,Cash,Delivered,Tablet,2024-07-28,2024-08-06
500492,245,Customer_579,Store_A,Mumbai,Tamil Nadu,Phone,Electronics,4,2080,8320.0,upi,delivered,Tablet,2024-04-04,2024-04-06
500493,120,Customer_240,Store_B,Pune ,West Bengal,Laptop,Electronics,2,1037,2074.0,Debit Card,Delivered,mobile,2024-04-04,2024-04-12
500494,603,Customer_9,Store_D,Ahmedabad,Karnataka,Keyboard,Accessories,1,1873,1873.0,COD,Returned,mobile,2024-08-16,2024-08-26
500495,187,Customer_531,Store_C,Bangalore,Telangana,Tablet,Electronics,2,2396,4792.0,Credit Card,Cancelled,mobile,2023-11-29,
500496,574,Customer_211,Store_B,Chennai,Maharashtra,Mouse,Accessories,2,2098,4196.0,COD,Cancelled,Tablet,2023-12-17,2023-12-25
500497,450,Customer_218,Store_E,Mumbai,West Bengal,Mouse,Accessories,6,1179,7074.0,Debit Card,Returned,Tablet,2024-04-02,2024-04-05
500498,374,Customer_50,Store_D,Chennai ,Maharashtra,Headphones,Accessories,4,1299,5196.0,credit card,Returned,mobile,2024-02-18,2024-02-25
500499,612,Customer_212,Store_B,Mumbai,Tamil Nadu,Monitor,Electronics,2,576,1152.0,Credit Card,delivered,Desktop,2024-01-04,2024-01-12
500500,335,Customer_613,Store_B,Chennai,Maharashtra,Phone,Electronics,3,424,1272.0,credit card,Delivered,Mobile,2023-08-05,2023-08-10
500501,645,Customer_600,Store_D,Delhi,Maharashtra,Mouse,Accessories,1,143,143.0,Cash,Delivered,Tablet,2023-06-18,2023-06-27
500502,104,Customer_204,Store_E,Pune,Tamil Nadu,Monitor,Electronics,1,1678,1678.0,COD,Delivered,Desktop,2023-12-31,2024-01-09
500503,276,Customer_254,Store_B,Chennai ,Karnataka,Laptop,Electronics,1,1614,1614.0,COD,Returned,Mobile,2023-12-25,2024-01-01
500504,430,Customer_595,Store_D,Mumbai ,Karnataka,Keyboard,Accessories,3,2154,6462.0,Credit Card,Cancelled,Desktop,2024-06-10,2024-06-19
500505,112,Customer_519,Store_B,Ahmedabad,Tamil Nadu,Laptop,Electronics,5,295,1475.0,UPI,Returned,Desktop,2023-07-08,2023-07-13
500506,565,Customer_332,Store_E,Delhi,Karnataka,Smartwatch,Wearables,2,1874,3748.0,COD,Cancelled,mobile,2024-02-17,2024-02-22
500507,625,Customer_100,Store_B,Pune,Gujarat,Phone,Electronics,5,2319,11595.0,Credit Card,RETURNED,Mobile,2024-10-04,2024-10-06
500508,281,Customer_128,Store_C,Pune,Maharashtra,Phone,Electronics,2,1776,3552.0,upi,delivered,mobile,2023-09-24,2023-09-27
500509,57,Customer_362,Store_E,Ahmedabad,Maharashtra,Laptop,Electronics,3,1295,3885.0,upi,RETURNED,Tablet,2023-11-25,2023-11-27
500510,200,Customer_673,Store_D,Hyderabad ,Tamil Nadu,Smartwatch,Wearables,3,615,1845.0,COD,RETURNED,Desktop,2023-03-14,2023-03-19
500511,143,Customer_689,Store_D,Hyderabad,Telangana,Camera,Electronics,5,2255,11275.0,Debit Card,Delivered,Desktop,2023-04-03,2023-04-07
500512,590,Customer_408,Store_D,Chennai ,Delhi,Headphones,Accessories,4,2226,8904.0,credit card,Cancelled,Tablet,2023-06-02,2023-06-11
500513,462,Customer_133,Store_E,Pune,Telangana,Speaker,Accessories,6,2043,12258.0,credit card,delivered,Desktop,2023-02-05,2023-02-08
500514,47,Customer_127,Store_D,Bangalore ,Gujarat,Laptop,Electronics,3,2008,6024.0,UPI,Returned,Tablet,2024-02-12,2024-02-13
500515,594,Customer_316,Store_E,Pune,Delhi,Smartwatch,Wearables,6,370,2220.0,upi,delivered,Mobile,2024-03-31,2024-04-09
500516,683,Customer_214,Store_B,Delhi,Maharashtra,Camera,Electronics,1,2137,2137.0,Credit Card,delivered,Tablet,2023-12-20,2023-12-29
500517,308,Customer_588,Store_B,Kolkata,Tamil Nadu,Monitor,Electronics,1,112,112.0,Cash,Delivered,Mobile,2024-06-24,2024-07-03
500518,501,Customer_180,Store_B,Chennai,Karnataka,Smartwatch,Wearables,5,1371,6855.0,UPI,Delivered,Tablet,2023-07-10,2023-07-19
500519,338,Customer_313,Store_B,Mumbai,Telangana,Tablet,Electronics,4,2498,9992.0,COD,Delivered,mobile,2023-04-26,2023-05-02
500520,221,Customer_419,Store_E,Chennai,Tamil Nadu,Speaker,Accessories,6,1335,,COD,Delivered,Mobile,2023-08-14,2023-08-16
500521,392,Customer_590,Store_C,Hyderabad,Telangana,Speaker,Accessories,3,2346,7038.0,UPI,Cancelled,Mobile,2024-01-05,
500522,98,Customer_609,Store_C,Bangalore,Tamil Nadu,Tablet,Electronics,1,2433,2433.0,UPI,Delivered,Desktop,2023-03-02,2023-03-11
500523,546,Customer_282,Store_E,Pune,West Bengal,Phone,Electronics,6,1929,11574.0,credit card,Cancelled,mobile,2024-04-05,2024-04-08
500524,556,Customer_550,Store_E,Hyderabad ,West Bengal,Mouse,Accessories,5,2401,12005.0,UPI,Returned,mobile,2023-07-23,
500525,558,Customer_136,Store_B,Chennai,Maharashtra,Camera,Electronics,5,1262,6310.0,credit card,Delivered,Mobile,2024-03-15,2024-03-17
500526,248,Customer_603,Store_A,Kolkata,Karnataka,Mouse,Accessories,3,1360,4080.0,credit card,Returned,Mobile,2023-01-19,
500527,324,Customer_487,Store_B,Ahmedabad,Maharashtra,Keyboard,Accessories,2,454,908.0,UPI,delivered,mobile,2024-03-25,2024-03-27
500528,506,Customer_108,Store_A,Delhi,Maharashtra,Headphones,Accessories,5,465,2325.0,upi,Returned,Mobile,2024-10-04,
500529,625,Customer_434,Store_D,Mumbai,Tamil Nadu,Mouse,Accessories,6,1738,10428.0,COD,Delivered,Desktop,2024-04-28,2024-05-05
500530,401,Customer_516,Store_D,Ahmedabad,Maharashtra,Tablet,Electronics,3,962,2886.0,Debit Card,Returned,Tablet,2024-09-02,2024-09-06
500531,646,Customer_686,Store_D,Hyderabad,Telangana,Tablet,Electronics,1,341,341.0,COD,delivered,Desktop,2023-11-10,2023-11-13
500532,215,Customer_367,Store_E,Delhi,Tamil Nadu,Laptop,Electronics,5,567,2835.0,Debit Card,Delivered,Desktop,2023-07-27,2023-08-02
500533,625,Customer_112,Store_A,Ahmedabad,Gujarat,Tablet,Electronics,6,2100,12600.0,credit card,delivered,Tablet,2023-03-01,
500534,690,Customer_646,Store_D,Pune,West Bengal,Laptop,Electronics,6,1899,11394.0,Credit Card,Cancelled,Tablet,2023-05-25,2023-05-28
500535,115,Customer_492,Store_A,Bangalore,Gujarat,Tablet,Electronics,1,326,326.0,Credit Card,RETURNED,Desktop,2023-03-16,2023-03-17
500536,582,Customer_595,Store_B,Hyderabad ,Delhi,Camera,Electronics,2,543,1086.0,Debit Card,Returned,Tablet,2023-11-29,2023-12-08
500537,509,Customer_204,Store_C,Hyderabad,Maharashtra,Tablet,Electronics,4,297,1188.0,Cash,Returned,mobile,2023-12-21,2023-12-24
500538,581,Customer_395,Store_A,Bangalore ,Tamil Nadu,Keyboard,Accessories,3,218,654.0,COD,Delivered,mobile,2023-12-13,2023-12-23
500539,129,Customer_635,Store_E,Delhi,Gujarat,Laptop,Electronics,6,408,,Cash,Returned,Tablet,2024-09-22,
500540,522,Customer_478,Store_A,Chennai,Delhi,Tablet,Electronics,2,1440,2880.0,Cash,Cancelled,Tablet,2024-10-09,2024-10-12
500541,674,Customer_656,Store_B,Hyderabad ,Maharashtra,Laptop,Electronics,6,2270,13620.0,Credit Card,RETURNED,Tablet,2023-05-10,
500542,250,Customer_333,Store_B,Ahmedabad,Maharashtra,Tablet,Electronics,4,890,3560.0,UPI,Returned,Mobile,2024-05-10,
500543,484,Customer_469,Store_B,Kolkata,Karnataka,Speaker,Accessories,3,2485,7455.0,COD,delivered,Mobile,2024-05-19,2024-05-23
500544,636,Customer_388,Store_E,Bangalore,Delhi,Laptop,Electronics,3,804,2412.0,upi,RETURNED,Tablet,2024-09-25,2024-09-29
500545,391,Customer_285,Store_B,Chennai,Karnataka,Phone,Electronics,1,753,753.0,credit card,delivered,Desktop,2024-03-30,2024-04-03
500546,140,Customer_285,Store_B,Mumbai,Delhi,Monitor,Electronics,4,1733,6932.0,Cash,RETURNED,Desktop,2023-04-13,2023-04-22
500547,327,Customer_672,Store_A,Delhi ,Telangana,Keyboard,Accessories,2,807,1614.0,Credit Card,Delivered,Mobile,2023-05-31,2023-06-08
500548,406,Customer_579,Store_D,Mumbai,Telangana,Phone,Electronics,3,1034,3102.0,UPI,Returned,Desktop,2024-08-26,2024-09-01
500549,227,Customer_74,Store_D,Ahmedabad,Tamil Nadu,Headphones,Accessories,5,1681,8405.0,credit card,Cancelled,mobile,2024-03-26,2024-04-02
500550,670,Customer_482,Store_B,Chennai,West Bengal,Monitor,Electronics,6,2079,12474.0,Cash,Delivered,Mobile,2023-02-14,2023-02-20
500551,398,Customer_634,Store_B,Kolkata ,Karnataka,Headphones,Accessories,4,1868,7472.0,UPI,Cancelled,Desktop,2023-12-23,2023-12-28
500552,212,Customer_378,Store_B,Ahmedabad,Maharashtra,Tablet,Electronics,3,1363,4089.0,COD,delivered,Mobile,2024-02-27,2024-02-28
500553,597,Customer_579,Store_A,Chennai,West Bengal,Mouse,Accessories,5,1015,5075.0,UPI,delivered,Tablet,2023-12-09,2023-12-12
500554,561,Customer_119,Store_B,Kolkata,Karnataka,Keyboard,Accessories,3,2165,6495.0,Cash,RETURNED,Tablet,2023-08-27,2023-09-01
500555,490,Customer_378,Store_C,Mumbai,Maharashtra,Phone,Electronics,1,461,461.0,Credit Card,Returned,Desktop,2024-01-01,2024-01-05
500556,408,Customer_270,Store_B,Chennai,Tamil Nadu,Mouse,Accessories,4,667,,COD,Delivered,Tablet,2023-08-18,2023-08-26
500557,137,Customer_482,Store_A,Mumbai,Maharashtra,Headphones,Accessories,2,611,1222.0,UPI,Cancelled,Mobile,2024-09-22,2024-10-02
500558,117,Customer_142,Store_B,Delhi,West Bengal,Tablet,Electronics,4,332,1328.0,Debit Card,Delivered,Tablet,2023-08-24,2023-09-01
500559,413,Customer_13,Store_E,Kolkata ,Karnataka,Smartwatch,Wearables,3,2170,6510.0,Cash,Returned,Desktop,2024-01-23,2024-01-26
500560,534,Customer_364,Store_A,Hyderabad,Maharashtra,Phone,Electronics,2,1013,2026.0,COD,RETURNED,Mobile,2023-02-18,2023-02-20
500561,89,Customer_124,Store_D,Bangalore,Delhi,Smartwatch,Wearables,5,1877,9385.0,UPI,RETURNED,Mobile,2023-12-02,
500562,250,Customer_614,Store_D,Bangalore,Maharashtra,Tablet,Electronics,3,559,1677.0,Credit Card,RETURNED,Desktop,2024-10-03,2024-10-11
500563,588,Customer_271,Store_B,Bangalore ,Maharashtra,Mouse,Accessories,6,92,552.0,Debit Card,RETURNED,Mobile,2023-01-11,
500564,117,Customer_104,Store_B,Mumbai,Karnataka,Headphones,Accessories,5,850,4250.0,credit card,Delivered,Tablet,2024-09-20,2024-09-29
500565,595,Customer_245,Store_A,Kolkata,Maharashtra,Monitor,Electronics,6,1601,9606.0,credit card,delivered,mobile,2024-07-13,2024-07-21
500566,597,Customer_485,Store_A,Mumbai ,Tamil Nadu,Mouse,Accessories,4,1782,7128.0,UPI,RETURNED,mobile,2023-07-05,
500567,546,Customer_229,Store_D,Kolkata,Maharashtra,Smartwatch,Wearables,6,429,2574.0,UPI,Returned,Tablet,2023-10-23,2023-10-26
500568,696,Customer_308,Store_C,Kolkata,Tamil Nadu,Tablet,Electronics,2,1317,,Debit Card,delivered,Tablet,2023-03-14,2023-03-24
500569,263,Customer_33,Store_C,Kolkata,Gujarat,Keyboard,Accessories,1,1934,1934.0,Cash,Delivered,Tablet,2024-08-22,2024-08-24
500570,330,Customer_363,Store_B,Bangalore,West Bengal,Monitor,Electronics,1,1951,1951.0,UPI,Returned,Desktop,2023-02-24,2023-03-04
500571,636,Customer_513,Store_A,Hyderabad,Telangana,Phone,Electronics,4,175,700.0,COD,Returned,Mobile,2024-01-18,2024-01-28
500572,661,Customer_90,Store_C,Kolkata,Gujarat,Tablet,Electronics,1,415,415.0,UPI,Returned,Desktop,2024-07-12,2024-07-16
500573,633,Customer_452,Store_A,Pune ,Maharashtra,Mouse,Accessories,6,1520,9120.0,Debit Card,delivered,Mobile,2023-01-08,2023-01-17
500574,369,Customer_504,Store_A,Pune,Maharashtra,Keyboard,Accessories,2,481,962.0,upi,RETURNED,Desktop,2023-03-19,2023-03-29
500575,283,Customer_431,Store_C,Delhi ,Tamil Nadu,Smartwatch,Wearables,5,1387,6935.0,Cash,Cancelled,mobile,2023-09-19,2023-09-23
500576,98,Customer_498,Store_B,Pune ,Gujarat,Phone,Electronics,3,2009,6027.0,Cash,Returned,Desktop,2023-03-02,2023-03-07
500577,582,Customer_524,Store_D,Kolkata ,Telangana,Phone,Electronics,6,1978,11868.0,credit card,Cancelled,mobile,2023-05-12,2023-05-17
500578,248,Customer_290,Store_D,Bangalore,Tamil Nadu,Laptop,Electronics,3,2134,6402.0,UPI,RETURNED,Desktop,2023-03-15,2023-03-18
500579,586,Customer_273,Store_D,Ahmedabad,West Bengal,Monitor,Electronics,1,1732,1732.0,Credit Card,Delivered,Tablet,2024-01-14,2024-01-16
500580,229,Customer_687,Store_A,Pune ,Maharashtra,Phone,Electronics,6,649,3894.0,UPI,RETURNED,Desktop,2024-07-01,
500581,475,Customer_249,Store_C,Chennai,Telangana,Phone,Electronics,1,1521,1521.0,credit card,RETURNED,Desktop,2023-10-25,
500582,540,Customer_374,Store_E,Pune,Karnataka,Phone,Electronics,6,924,5544.0,Cash,Delivered,Desktop,2024-02-03,2024-02-08
500583,575,Customer_527,Store_E,Mumbai ,Maharashtra,Tablet,Electronics,5,1986,9930.0,upi,Returned,Tablet,2023-01-15,2023-01-19
500584,347,Customer_71,Store_C,Kolkata,Delhi,Keyboard,Accessories,5,1962,9810.0,UPI,delivered,Mobile,2024-10-06,2024-10-15
500585,368,Customer_398,Store_C,Bangalore,West Bengal,Laptop,Electronics,1,1946,1946.0,COD,delivered,Tablet,2023-12-02,2023-12-12
500586,416,Customer_443,Store_A,Hyderabad,Maharashtra,Speaker,Accessories,6,2010,12060.0,upi,Delivered,Desktop,2023-05-25,2023-06-03
500587,335,Customer_413,Store_E,Chennai ,Delhi,Monitor,Electronics,5,1776,8880.0,credit card,Returned,Tablet,2023-04-22,2023-04-29
500588,308,Customer_444,Store_B,Pune,Karnataka,Keyboard,Accessories,6,1472,8832.0,UPI,delivered,mobile,2023-02-10,2023-02-16
500589,669,Customer_440,Store_D,Bangalore,West Bengal,Tablet,Electronics,3,966,2898.0,Debit Card,Cancelled,Desktop,2024-04-12,2024-04-18
500590,188,Customer_475,Store_B,Chennai ,Karnataka,Mouse,Accessories,2,1446,2892.0,credit card,delivered,mobile,2023-08-28,2023-09-01
500591,383,Customer_120,Store_A,Bangalore,Karnataka,Mouse,Accessories,6,2277,13662.0,upi,Cancelled,Tablet,2024-03-27,2024-04-02
500592,522,Customer_244,Store_C,Kolkata,Gujarat,Tablet,Electronics,5,1083,5415.0,Credit Card,Returned,Desktop,2023-01-22,2023-01-25
500593,150,Customer_684,Store_E,Kolkata,Karnataka,Tablet,Electronics,3,1151,3453.0,UPI,delivered,Tablet,2024-09-26,2024-09-29
500594,160,Customer_569,Store_C,Hyderabad ,West Bengal,Mouse,Accessories,6,1183,7098.0,COD,Returned,mobile,2023-02-12,2023-02-16
500595,142,Customer_33,Store_E,Bangalore,West Bengal,Headphones,Accessories,5,1301,6505.0,UPI,Delivered,mobile,2023-07-18,2023-07-22
500596,396,Customer_594,Store_C,Hyderabad,Maharashtra,Tablet,Electronics,4,2331,9324.0,upi,delivered,Mobile,2023-02-08,2023-02-17
500597,167,Customer_579,Store_E,Hyderabad,Maharashtra,Speaker,Accessories,6,870,5220.0,Debit Card,RETURNED,Mobile,2024-07-07,
500598,501,Customer_44,Store_B,Kolkata ,Karnataka,Speaker,Accessories,6,1835,11010.0,Cash,Delivered,mobile,2024-06-18,2024-06-25
500599,438,Customer_589,Store_C,Kolkata,Gujarat,Keyboard,Accessories,1,1915,1915.0,UPI,RETURNED,Desktop,2023-06-27,2023-07-05
500600,16,Customer_696,Store_D,Kolkata,Tamil Nadu,Monitor,Electronics,4,305,1220.0,upi,delivered,Desktop,2023-05-01,2023-05-07
500601,91,Customer_38,Store_E,Delhi ,Maharashtra,Laptop,Electronics,1,1036,1036.0,upi,delivered,Mobile,2024-04-20,2024-04-29
500602,189,Customer_115,Store_D,Bangalore,Maharashtra,Speaker,Accessories,3,2128,6384.0,UPI,Delivered,Mobile,2023-04-24,2023-05-02
500603,481,Customer_192,Store_B,Pune,Delhi,Speaker,Accessories,5,801,4005.0,Cash,delivered,Tablet,2024-01-07,2024-01-11
500604,482,Customer_371,Store_D,Hyderabad,Maharashtra,Smartwatch,Wearables,4,105,420.0,UPI,RETURNED,Tablet,2024-03-05,2024-03-13
500605,93,Customer_530,Store_B,Hyderabad,Maharashtra,Headphones,Accessories,2,311,622.0,Debit Card,Cancelled,Desktop,2023-04-05,2023-04-08
500606,614,Customer_91,Store_E,Kolkata,Maharashtra,Smartwatch,Wearables,5,1005,,upi,RETURNED,Desktop,2024-09-03,2024-09-12
500607,290,Customer_479,Store_E,Hyderabad,Tamil Nadu,Camera,Electronics,2,398,796.0,Credit Card,RETURNED,mobile,2023-06-04,
500608,165,Customer_12,Store_C,Pune,Telangana,Monitor,Electronics,4,357,1428.0,upi,Returned,Desktop,2024-06-27,2024-06-30
500609,127,Customer_218,Store_C,Pune ,West Bengal,Phone,Electronics,1,281,,Debit Card,Cancelled,mobile,2023-06-15,2023-06-20
500610,579,Customer_683,Store_E,Mumbai ,Maharashtra,Phone,Electronics,4,2143,8572.0,Credit Card,Returned,Desktop,2023-03-16,2023-03-18
500611,371,Customer_90,Store_C,Chennai,Delhi,Tablet,Electronics,5,149,745.0,credit card,delivered,Tablet,2023-11-29,
500612,85,Customer_337,Store_A,Kolkata,Karnataka,Headphones,Accessories,2,1281,2562.0,COD,Returned,Tablet,2023-01-17,2023-01-26
500613,634,Customer_373,Store_A,Chennai,Telangana,Mouse,Accessories,6,1112,6672.0,credit card,Delivered,mobile,2024-05-14,2024-05-18
500614,175,Customer_510,Store_B,Chennai,Karnataka,Smartwatch,Wearables,6,1235,7410.0,upi,delivered,Mobile,2024-06-04,2024-06-14
500615,332,Customer_588,Store_B,Ahmedabad,Delhi,Phone,Electronics,3,1067,3201.0,UPI,delivered,Desktop,2023-02-02,2023-02-06
500616,531,Customer_8,Store_D,Chennai,Delhi,Tablet,Electronics,6,1179,7074.0,UPI,delivered,Mobile,2023-03-21,2023-03-31
500617,611,Customer_422,Store_B,Chennai,Gujarat,Phone,Electronics,3,1094,3282.0,UPI,RETURNED,mobile,2024-04-10,2024-04-11
500618,424,Customer_109,Store_A,Delhi,Delhi,Speaker,Accessories,3,93,279.0,upi,Cancelled,Mobile,2023-04-24,
500619,333,Customer_450,Store_E,Mumbai ,Delhi,Laptop,Electronics,1,2429,2429.0,Cash,Delivered,Mobile,2023-09-08,2023-09-14
500620,132,Customer_353,Store_C,Hyderabad,Gujarat,Speaker,Accessories,1,527,527.0,COD,RETURNED,Tablet,2024-04-05,2024-04-10
500621,604,Customer_519,Store_A,Chennai,Maharashtra,Monitor,Electronics,3,1776,5328.0,credit card,Delivered,Mobile,2023-11-20,2023-11-22
500622,551,Customer_603,Store_D,Chennai,Maharashtra,Smartwatch,Wearables,3,2395,7185.0,credit card,Delivered,Mobile,2024-09-14,2024-09-20
500623,295,Customer_311,Store_D,Bangalore,Delhi,Keyboard,Accessories,2,1525,3050.0,COD,Delivered,Tablet,2023-01-17,2023-01-26
500624,106,Customer_610,Store_A,Kolkata,Tamil Nadu,Smartwatch,Wearables,5,683,3415.0,Credit Card,delivered,Mobile,2023-05-07,2023-05-09
500625,435,Customer_662,Store_B,Chennai,Delhi,Smartwatch,Wearables,1,545,545.0,Cash,delivered,Desktop,2024-01-09,2024-01-10
500626,528,Customer_213,Store_E,Kolkata,Tamil Nadu,Camera,Electronics,6,755,4530.0,UPI,Returned,Desktop,2023-03-04,2023-03-14
500627,521,Customer_598,Store_E,Hyderabad,West Bengal,Smartwatch,Wearables,1,1653,1653.0,Credit Card,RETURNED,Mobile,2024-06-17,2024-06-20
500628,363,Customer_221,Store_D,Chennai,Delhi,Laptop,Electronics,6,1805,10830.0,credit card,Cancelled,Tablet,2023-05-03,2023-05-10
